=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2014.10.25 13:38:20 =~=~=~=~=~=~=~=~=~=~=~=
0.600000, 0.558923
7872, 76.142517, 78.461891, 0.000000, 0.000000, 0.000000, 0.000000, 7.870000, 0.041016, 0.600000, 0.558984
72, 0.000000, 0.000000, 0.000000, 0.000000, 0.230000, 0.077012, 0370331, 0.000000, 0.000000, 0.000000, 0.000000, 0.340000, 0.072969, 0.600000, 0.527031
452, 76.112000, 78.400856, 0.000000, 0.000000, 0.000000, 0.000000, 0.450000, 0.068986, 0.600000, 0.531014
564, 76.096741, 78.629738, 0.000000, 0.000000, 0.000000, 0.000000, 0.560000, 0.065263, 0.600000, 0.534737
675, 76.173035, 78.324554, 0.000000, 0.000000, 0.000000, 0.000000, 0.670000, 0.061372, 0.600000, 0.538628
787, 76.188293, 78.416115, 0.000000, 0.000000, 0.000000, 0.000000, 0.780000, 0.057862, 0.600000, 0.542138
898, 76.127258, 78.416115, 0.000000, 0.000000, 0.000000, 0.000000, 0.890000, 0.055207, 0.600000, 0.544793
1010, 76.157776, 78.400856, 0.000000, 0.000000, 0.000000, 0.000000, 1.010000, 0.051850, 0.600000, 0.548150
1122, 76.157776, 78.294037, 0.000000, 0.000000, 0.000000, 0.000000, 1.120000, 0.048981, 0.600000, 0.551019
1235, 76.203552, 78.553444, 0.000000, 0.000000, 0.000000, 0.000000, 1.230000, 0.046525, 0.600000, 0.553475
1347, 76.066223, 78.477150, 0.000000, 0.000000, 0.000000, 0.000000, 1.340000, 0.044007, 0.600000, 0.555993
1460, 76.081482, 78.385597, 0.000000, 0.000000, 0.000000, 0.000000, 1.460000, 0.041657, 0.600000, 0.558343
1572, 76.142517, 78.461891, 0.000000, 0.000000, 0.000000, 0.000000, 1.570000, 0.041016, 0.600000, 0.558984
1685, 76.142517, 78.446632, 0.000000, 0.000000, 0.000000, 0.000000, 1.680000, 0.041077, 0.600000, 0.558923
1797, 76.050964, 78.446632, 0.000000, 0.000000, 0.000000, 0.000000, 1.790000, 0.040970, 0.600000, 0.559030
1910, 75.959412, 78.461891, 0.000000, 0.000000, 0.000000, 0.000000, 1.910000, 0.041123, 0.600000, 0.558877
2022, 76.203552, 78.599220, 0.000000, 0.000000, 0.000000, 0.000000, 2.020000, 0.041077, 0.600000, 0.558923
2135, 76.188293, 78.538185, 0.000000, 0.000000, 0.000000, 0.000000, 2.130000, 0.040940, 0.600000, 0.559060
2247, 76.218811, 78.507668, 0.000000, 0.000000, 0.000000, 0.000000, 2.240000, 0.040818, 0.600000, 0.559182
2360, 76.035706, 78.446632, 0.000000, 0.000000, 0.000000, 0.000000, 2.360000, 0.040986, 0.600000, 0.559014
2472, 76.142517, 78.477150, 0.000000, 0.000000, 0.000000, 0.000000, 2.470000, 0.040818, 0.600000, 0.559182
2585, 75.898369, 78.431374, 0.000000, 0.000000, 0.000000, 0.000000, 2.580000, 0.041169, 0.600000, 0.558831
2697, 76.218811, 78.278778, 0.000000, 0.000000, 0.000000, 0.000000, 2.690000, 0.041184, 0.600000, 0.558816
2810, 76.096741, 78.522926, 0.000000, 0.000000, 0.000000, 0.000000, 2.810000, 0.040986, 0.600000, 0.559014
2922, 76.203552, 78.522926, 0.000000, 0.000000, 0.000000, 0.000000, 2.920000, 0.041047, 0.600000, 0.558953
3035, 76.066223, 78.446632, 0.000000, 0.000000, 0.000000, 0.000000, 3.030000, 0.041215, 0.600000, 0.558785
3147, 75.959412, 78.370331, 0.000000, 0.000000, 0.000000, 0.000000, 3.140000, 0.041032, 0.600000, 0.558968
3260, 76.096741, 78.446632, 0.000000, 0.000000, 0.000000, 0.000000, 3.260000, 0.041108, 0.600000, 0.558892
3372, 76.188293, 78.492409, 0.000000, 0.000000, 0.000000, 0.000000, 3.370000, 0.041108, 0.600000, 0.558892
3485, 75.989929, 78.507668, 0.000000, 0.000000, 0.000000, 0.000000, 3.480000, 0.040833, 0.600000, 0.559167
3597, 76.234070, 78.431374, 0.000000, 0.000000, 0.000000, 0.000000, 3.590000, 0.041093, 0.600000, 0.558907
3710, 76.218811, 78.477150, 0.000000, 0.000000, 0.000000, 0.000000, 3.710000, 0.040955, 0.600000, 0.559045
3822, 76.279846, 78.477150, 0.000000, 0.000000, 0.000000, 0.000000, 3.820000, 0.041093, 0.600000, 0.558907
3935, 76.234070, 78.477150, 0.000000, 0.000000, 0.000000, 0.000000, 3.930000, 0.040955, 0.600000, 0.559045
