=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2014.10.27 14:13:12 =~=~=~=~=~=~=~=~=~=~=~=
20, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000, 0.069963, 0.040208, 0.100000
128, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.120000, 0.068589, 0.040345, 0.100000
240, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.240000, 0.068482, 0.040436, 0.100000
351, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.350000, 0.069764, 0.040330, 0.100000
462, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.460000, 0.070909, 0.040345, 0.100000
574, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.570000, 0.068528, 0.040391, 0.100000
685, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.680000, 0.068330, 0.040345, 0.100000
797, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.790000, 0.068849, 0.040299, 0.100000
908, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.900000, 0.070253, 0.040238, 0.100000
1020, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.020000, 0.067399, 0.040421, 0.100000
1132, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.130000, 0.069215, 0.040253, 0.100000
1245, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.240000, 0.068391, 0.040269, 0.100000
1357, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.350000, 0.076020, 0.040284, 0.100000
1470, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.470000, 0.068132, 0.040757, 0.100000
1582, 76.000000, 79.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.580000, 0.067796, 0.040299, 0.100000
