=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2014.10.25 14:48:35 =~=~=~=~=~=~=~=~=~=~=~=
0, 0.000000, 0.000000, 0.000000, 0.000000, 0.600000, 0.000000
65, 0.000000, 0.000000, 0.060000, 0.040864, 0.600000, 0.559136
132, 0.000000, 0.000000, 0.130000, 0.040864, 0.600000, 0.559136
199, 0.000000, 0.000000, 0.190000, 0.041123, 0.600000, 0.558877
267, 0.000000, 0.000000, 0.260000, 0.040879, 0.600000, 0.559121
335, 0.000000, 0.000000, 0.330000, 0.040833, 0.600000, 0.559167
402, 0.000000, 0.000000, 0.400000, 0.040940, 0.600000, 0.559060
470, 0.000000, 0.000000, 0.470000, 0.041077, 0.600000, 0.558923
538, 0.000000, 0.000000, 0.530000, 0.040848, 0.600000, 0.559152
606, 0.000000, 0.000000, 0.600000, 0.040894, 0.600000, 0.559106
673, 0.000000, 0.000000, 0.670000, 0.040955, 0.600000, 0.559045
741, 0.000000, 0.000000, 0.740000, 0.040879, 0.600000, 0.559121
809, 0.000000, 0.000000, 0.800000, 0.040940, 0.600000, 0.559060
876, 0.000000, 0.000000, 0.870000, 0.040925, 0.600000, 0.559075
944, 0.000000, 0.000000, 0.940000, 0.041032, 0.600000, 0.558968
1012, 0.000000, 0.000000, 1.010000, 0.040970, 0.600000, 0.559030
1081, 0.000000, 0.000000, 1.080000, 0.040864, 0.600000, 0.559136
1149, 0.000000, 0.000000, 1.140000, 0.040787, 0.600000, 0.559213
1218, 0.000000, 0.000000, 1.210000, 0.040803, 0.600000, 0.559197
1287, 0.000000, 0.000000, 1.280000, 0.040909, 0.600000, 0.559091
1356, 0.000000, 0.000000, 1.350000, 0.040986, 0.600000, 0.559014
1424, 0.000000, 0.000000, 1.420000, 0.040833, 0.600000, 0.559167
1493, 0.000000, 0.000000, 1.490000, 0.040909, 0.600000, 0.559091
1562, 0.000000, 0.000000, 1.560000, 0.040940, 0.600000, 0.559060
1631, 0.000000, 0.000000, 1.630000, 0.040970, 0.600000, 0.559030
1699, 0.000000, 0.000000, 1.690000, 0.040803, 0.600000, 0.559197
1768, 0.000000, 0.000000, 1.760000, 0.040787, 0.600000, 0.559213
