=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2014.10.25 14:37:09 =~=~=~=~=~=~=~=~=~=~=~=
0, 0.000000, 0.000000, 0.000000, 0.000000, 0.500000, 0.000000
65, 0.000000, 0.000000, 0.060000, 0.040833, 0.500000, 0.459167
130, 0.040818, 0.500000, 0.459182
1768, 0.000000, 0.000000, 1.760brbrÂbr¢ÊÊbrªbr¢ªÊÊ
2249, 0.000000, 0.000000, 2.240000, 0.040803, 0.500000, 0.459197
2318, 0.000000, 0.000000, 2.310000, 0.040742, 0.500000, 0.459258
2387, 0.000000, 0.000000, 2.380000, 0.040787, 0.500000, 0.459213
2456, 0.000000, 0.000000, 2.450000, 0.040803, 0.500000, 0.459197
2524, 0.000000, 0.000000, 2.520000, 0.040757, 0.500000, 0.459243
2593, 0.000000, 0.000000, 2.590000, 0.040742, 0.500000, 0.459258
2662, 0.000000, 0.000000, 2.660000, 0.040742, 0.500000, 0.459258
2731, 0.000000, 0.000000, 2.730000, 0.040803, 0.500000, 0.459197
2799, 0.000000, 0.000000, 2.790000, 0.040772, 0.500000, 0.459228
2868, 0.000000, 0.000000, 2.860000, 0.040757, 0.500000, 0.459243
2937, 0.000000, 0.000000, 2.930000, 0.040681, 0.500000, 0.459319
3006, 0.000000, 0.000000, 3.000000, 0.040833, 0.500000, 0.459167
3074, 0.000000, 0.000000, 3.070000, 0.040787, 0.500000, 0.459213
3143, 0.000000, 0.000000, 3.140000, 0.040818, 0.500000, 0.459182
3212, 0.000000, 0.000000, 3.210000, 0.040726, 0.500000, 0.459274
3281, 0.000000, 0.000000, 3.280000, 0.040696, 0.500000, 0.459304
3349, 0.000000, 0.000000, 3.340000, 0.040955, 0.500000, 0.459045
3418, 0.000000, 0.000000, 3.410000, 0.040772, 0.500000, 0.459228
3487, 0.000000, 0.000000, 3.480000, 0.040894, 0.500000, 0.459106
3556, 0.000000, 0.000000, 3.550000, 0.040864, 0.500000, 0.459136
3624, 0.000000, 0.000000, 3.620000, 0.040620, 0.500000, 0.459380
3693, 0.000000, 0.000000, 3.690000, 0.040681, 0.500000, 0.459319
3762, 0.000000, 0.000000, 3.760000, 0.040833, 0.500000, 0.459167
3831, 0.000000, 0.000000, 3.830000, 0.040925, 0.500000, 0.459075
3899, 0.000000, 0.000000, 3.890000, 0.040879, 0.500000, 0.459121
3968, 0.000000, 0.000000, 3.960000, 0.040696, 0.500000, 0.459304
4037, 0.000000, 0.000000, 4.030000, 0.040696, 0.500000, 0.459304
4106, 0.000000, 0.000000, 4.100000, 0.040848, 0.500000, 0.459152
4174, 0.000000, 0.000000, 4.170000, 0.040909, 0.500000, 0.459091
4243, 0.000000, 0.000000, 4.240000, 0.040742, 0.500000, 0.459258
